,Date,Country,Total_cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious,Tot_cases_per_1M_population,Total_Deaths_per_1M_population,Total Test,Test test/1M Population,Continent
183,2020-04-16,Fiji,17,+1, ,,,17,,19,,,,Australia/Oceania
184,2020-04-16,Malawi,16,,2 ,,,14,1,0.8,0.1,343,18,Africa
185,2020-04-16,Eswatini,16,+1,1 ,+1,8,7,,14,0.9,714,615,Africa
186,2020-04-16,Nepal,16,, ,,2,14,,0.5,,"15,800",542,Asia
187,2020-04-16,Dominica,16,, ,,8,8,,222,,345,"4,793",North America
188,2020-04-16,Namibia,16,, ,,4,12,,6,,362,142,Africa
189,2020-04-16,Botswana,15,+2,1 ,,,14,,6,0.4,"3,441","1,463",Africa
190,2020-04-16,Saint Lucia,15,, ,,11,4,,82,,319,"1,737",North America
191,2020-04-16,Sierra Leone,15,+2, ,,,15,,2,,,,Africa
192,2020-04-16,Curaçao,14,,1 ,,10,3,,85,6,230,"1,402",North America
193,2020-04-16,Grenada,14,, ,,,14,2,124,,92,818,North America
194,2020-04-16,Saint Kitts and Nevis,14,, ,,,14,,263,,234,"4,399",North America
195,2020-04-16,CAR,12,, ,,4,8,,2,,,,Africa
196,2020-04-16,St. Vincent Grenadines,12,, ,,1,11,,108,,87,784,North America
197,2020-04-16,Turks and Caicos,11,+1,1 ,,,10,,284,26,71,"1,834",North America
198,2020-04-16,Falkland Islands,11,, ,,1,10,,"3,161",,137,"39,368",South America
199,2020-04-16,Greenland,11,, ,,11,0,,194,,912,"16,065",North America
200,2020-04-16,Montserrat,11,, ,,1,10,1,"2,204",,36,"7,212",North America
201,2020-04-16,Seychelles,11,, ,,,11,,112,,,,Africa
202,2020-04-16,Suriname,10,,1 ,,6,3,,17,2,,,South America
203,2020-04-16,MS Zaandam,9,,2 ,,,7,,,,,,
204,2020-04-16,Gambia,9,,1 ,,2,6,,4,0.4,281,116,Africa
205,2020-04-16,Nicaragua,9,,1 ,,4,4,,1,0.2,,,North America
206,2020-04-16,Vatican City,8,, ,,2,6,,"9,988",,,,Europe
207,2020-04-16,Mauritania,7,,1 ,,2,4,,2,0.2,713,153,Africa
208,2020-04-16,Papua New Guinea,7,+5, ,,,7,,0.8,,167,19,Australia/Oceania
209,2020-04-16,St. Barth,6,, ,,4,2,,607,,,,North America
210,2020-04-16,Western Sahara,6,, ,,,6,,10,,,,Africa
211,2020-04-16,Burundi,5,,1 ,,,4,,0.4,0.08,,,Africa
212,2020-04-16,Bhutan,5,, ,,2,3,,6,,"1,166","1,511",Asia
213,2020-04-16,Sao Tome and Principe,4,, ,,,4,,18,,19,87,Africa
214,2020-04-16,South Sudan,4,, ,,,4,,0.4,,,,Africa
215,2020-04-16,Anguilla,3,, ,,1,2,,200,,,,North America
216,2020-04-16,British Virgin Islands,3,, ,,2,1,,99,,,,North America
217,2020-04-16,Caribbean Netherlands,3,, ,,,3,,114,,10,381,North America
218,2020-04-16,Saint Pierre Miquelon,1,, ,,,1,,173,,,,North America
219,2020-04-16,Yemen,1,, ,,,1,,0.03,,,,Asia
220,2020-04-16,Total:,"345,970","+12,773","12,426",+358,"165,739","167,805","6,477",,,,,Asia
221,2020-04-16,Total:,"724,560","+32,002","36,709","+2,418","70,319","617,532","14,460",,,,,North America
222,2020-04-16,Total:,"1,015,507","+44,750","92,224","+3,905","275,293","647,990","27,806",,,,,Europe
223,2020-04-16,Total:,"67,591","+4,289","3,057",+260,"25,971","38,563","7,601",,,,,South America
224,2020-04-16,Total:,"7,966",+42,72,,"4,518","3,376",71,,,,,Australia/Oceania
225,2020-04-16,Total:,"18,993","+1,166",968,+55,"4,585","13,440",180,,,,,Africa
226,2020-04-16,Total:,721,,14,,644,63,7,,,,,
227,2020-04-16,Total:,"2,181,308","+95,022","145,470","+6,996","547,069","1,488,769","56,602",279.8,18.7,,,All
