,Date,Country,Total_cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious,Tot_cases_per_1M_population,Total_Deaths_per_1M_population,Total Test,Test test/1M Population
35,2020-04-06,Luxembourg,"2,843",+39,41 ,+5,500,"2,302",33,"4,542",65,"24,291","38,805"
36,2020-04-06,Saudi Arabia,"2,605",+203,38 ,+4,551,"2,016",41,75,1,,
37,2020-04-06,Peru,"2,561",+280,92 ,+9,997,"1,472",89,78,3,"20,414",619
38,2020-04-06,Indonesia,"2,491",+218,209  ,+11,192,"2,090",,9,0.8,"11,460",42
39,2020-04-06,Thailand,"2,220",+51,26 ,+3,793,"1,401",23,32,0.4,"25,071",359
40,2020-04-06,Serbia,"2,200",+292,58 ,+7,118,"2,024",101,252,7,"8,552",979
41,2020-04-06,Finland,"2,176",+249,27 ,,300,"1,849",81,393,5,"32,800","5,920"
42,2020-04-06,Mexico,"2,143",+253,94 ,+15,633,"1,416",293,17,0.7,"18,034",140
43,2020-04-06,Panama,"2,100",+299,55 ,+9,14,"2,031",88,487,13,"10,297","2,386"
44,2020-04-06,UAE,"2,076",+277,11 ,+1,167,"1,898",1,210,1,"220,000","22,244"
45,2020-04-06,Qatar,"1,832",+228,4 ,,131,"1,697",37,636,1,"38,108","13,227"
46,2020-04-06,Dominican Republic,"1,828",+83,86 ,+4,33,"1,709",147,169,8,"4,542",419
47,2020-04-06,Greece,"1,755",+20,79 ,+6,269,"1,407",90,168,8,"26,193","2,513"
48,2020-04-06,South Africa,"1,686",+31,12 ,+1,95,"1,579",7,28,0.2,"58,098",980
49,2020-04-06,Argentina,"1,628",+74,53 ,+7,325,"1,250",94,36,1,"10,709",237
50,2020-04-06,Colombia,"1,579",+94,46 ,+11,88,"1,445",50,31,0.9,"27,685",544
51,2020-04-06,Iceland,"1,562",+76,6 ,+2,460,"1,096",11,"4,577",18,"27,880","81,701"
52,2020-04-06,Algeria,"1,423",+103,173 ,+21,90,"1,160",46,32,4,"3,359",77
53,2020-04-06,Singapore,"1,375",+66,6 ,,344,"1,025",25,235,1,"65,000","11,110"
54,2020-04-06,Egypt,"1,322",+149,85 ,+7,259,978,,13,0.8,"25,000",244
55,2020-04-06,Ukraine,"1,319",+11,38 ,+1,28,"1,253",16,30,0.9,"5,864",134
56,2020-04-06,Croatia,"1,222",+40,16 ,+1,130,"1,076",36,298,4,"11,464","2,793"
57,2020-04-06,Morocco,"1,120",+99,80 ,+10,81,959,1,30,2,"5,104",138
58,2020-04-06,Estonia,"1,108",+11,19 ,+4,62,"1,027",14,835,14,"21,866","16,484"
59,2020-04-06,New Zealand,"1,106",+67,1 ,,176,929,3,229,0.2,"39,918","8,278"
60,2020-04-06,Iraq,"1,031",+70,64 ,+3,344,623,,26,2,,
61,2020-04-06,Slovenia,"1,021",+24,30 ,+2,102,889,30,491,14,"28,253","13,590"
62,2020-04-06,Moldova,965,+101,19 ,+4,37,909,80,239,5,,
63,2020-04-06,Hong Kong,915,+24,4 ,,216,695,12,122,0.5,"96,709","12,900"
64,2020-04-06,Lithuania,843,+32,15 ,+2,8,820,11,310,6,"25,599","9,403"
65,2020-04-06,Armenia,833,+11,8 ,+1,62,763,30,281,3,"4,929","1,663"
66,2020-04-06,Bahrain,756,+56,4 ,,458,294,4,444,2,"47,684","28,023"
67,2020-04-06,Hungary,744,+11,38 ,+4,67,639,17,77,4,"22,282","2,307"
68,2020-04-06,Diamond Princess,712,,11 ,,619,82,10,,,,
69,2020-04-06,Belarus,700,+138,13 ,+5,53,634,11,74,1,"40,000","4,233"
70,2020-04-06,Bosnia and Herzegovina,674,+20,29 ,+6,47,598,4,205,9,"5,934","1,809"
71,2020-04-06,Kuwait,665,+109,1 ,,103,561,20,156,0.2,,
72,2020-04-06,Kazakhstan,662,+78,6 ,,46,610,16,35,0.3,"5,093",271
73,2020-04-06,Cameroon,658,+8,9 ,,17,632,,25,0.3,,
74,2020-04-06,Azerbaijan,641,+57,7 ,,44,590,11,63,0.7,"45,000","4,438"
75,2020-04-06,Tunisia,596,+22,22 ,,5,569,39,50,2,"7,725",654
76,2020-04-06,North Macedonia,570,+15,23 ,+5,30,517,15,274,11,"5,291","2,540"
77,2020-04-06,Bulgaria,549,+18,22 ,+2,39,488,26,79,3,"15,899","2,288"
78,2020-04-06,Latvia,542,+9,1 ,,16,525,5,287,0.5,"21,453","11,374"
79,2020-04-06,Lebanon,541,+14,19 ,+1,60,462,27,79,3,"9,653","1,414"
80,2020-04-06,Slovakia,534,+49,2 ,+1,8,524,3,98,0.4,"16,191","2,966"
81,2020-04-06,Andorra,525,+24,21 ,+3,31,473,12,"6,795",272,,
82,2020-04-06,Costa Rica,467,+13,2 ,,18,447,14,92,0.4,"5,363","1,053"
83,2020-04-06,Cyprus,465,+19,9 ,,45,411,11,385,7,"11,664","9,661"
84,2020-04-06,Uzbekistan,457,+115,2 ,,30,425,8,14,0.06,,
85,2020-04-06,Uruguay,415,+9,6 ,,123,286,14,119,2,"5,385","1,550"
86,2020-04-06,Albania,377,+16,21 ,+1,116,240,7,131,7,"2,571",893
87,2020-04-06,Taiwan,373,+10,5 ,,57,311,,16,0.2,"37,219","1,563"
88,2020-04-06,Afghanistan,367,+18,11 ,+4,18,338,,9,0.3,,
89,2020-04-06,Burkina Faso,364,+19,18 ,+1,108,238,,17,0.9,,
90,2020-04-06,Cuba,350,+30,9 ,+1,18,323,12,31,0.8,"5,234",462
91,2020-04-06,Jordan,349,+4,6 ,+1,126,217,5,34,0.6,"17,000","1,666"
92,2020-04-06,Réunion,349,+5, ,,40,309,4,390,,,
93,2020-04-06,Oman,331,+33,2 ,,61,268,3,65,0.4,,
94,2020-04-06,Channel Islands,323,+14,7  ,+1,27,289,,"1,858",40,"1,157","6,655"
95,2020-04-06,Ivory Coast,323,+62,3 ,,41,279,,12,0.1,,
96,2020-04-06,Honduras,298,+30,22 ,,6,270,10,30,2,,
97,2020-04-06,San Marino,277,+11,32 ,,35,210,14,"8,164",943,586,"17,270"
98,2020-04-06,Palestine,254,+17,1 ,,24,229,,50,0.2,"12,738","2,497"
99,2020-04-06,Niger,253,+69,10 ,,26,217,,10,0.4,"4,081",169
100,2020-04-06,Vietnam,245,+4, ,,95,150,8,3,,"94,305",969
101,2020-04-06,Mauritius,244,+17,7 ,,7,230,2,192,6,"4,913","3,863"
102,2020-04-06,Malta,241,+14, ,,5,236,3,546,,"10,923","24,738"
103,2020-04-06,Nigeria,238,+6,5 ,,35,198,2,1,0.02,"5,000",24
104,2020-04-06,Montenegro,233,+19,2 ,,1,230,4,371,3,"1,722","2,742"
105,2020-04-06,Senegal,226,+4,2 ,,92,132,1,13,0.1,,
106,2020-04-06,Kyrgyzstan,216,+69,4 ,+3,33,179,5,33,0.6,"9,618","1,474"
107,2020-04-06,Ghana,214,,5 ,,31,178,2,7,0.2,,
108,2020-04-06,Georgia,188,+14,2 ,,39,147,6,47,0.5,"2,762",692
109,2020-04-06,Bolivia,183,+26,11 ,+1,2,170,3,16,0.9,591,51
110,2020-04-06,Faeroe Islands,183,+2, ,,107,76,1,"3,745",,"4,934","100,976"
111,2020-04-06,Sri Lanka,178,+2,5 ,,38,135,5,8,0.2,"3,248",152
112,2020-04-06,Venezuela,165,+6,7 ,,65,93,6,6,0.2,"1,779",63
113,2020-04-06,Mayotte,164,+17,2 ,,15,147,3,601,7,479,"1,756"
114,2020-04-06,DRC,161,+7,18 ,,5,138,,2,0.2,,
115,2020-04-06,Kenya,158,+16,6 ,+2,4,148,2,3,0.1,"4,277",80
116,2020-04-06,Martinique,151,+2,4 ,,50,97,20,402,11,,
117,2020-04-06,Guadeloupe,139,+4,7 ,,31,101,14,347,17,,
118,2020-04-06,Isle of Man,139,+12,1 ,,55,83,,"1,635",12,"1,638","19,263"
119,2020-04-06,Brunei ,135,,1 ,,82,52,3,309,2,"8,261","18,883"
120,2020-04-06,Guinea,128,+7, ,,5,123,,10,,,
121,2020-04-06,Bangladesh,123,+35,12 ,+3,33,78,1,0.7,0.07,"3,610",22
122,2020-04-06,Cambodia,114,, ,,53,61,1,7,,"5,768",345
123,2020-04-06,Paraguay,113,+9,5 ,+2,12,96,8,16,0.7,"1,877",263
124,2020-04-06,Gibraltar,109,+6, ,,52,57,,"3,235",,"1,387","41,168"
125,2020-04-06,Trinidad and Tobago,105,+1,8 ,+1,1,96,,75,6,833,595
126,2020-04-06,Rwanda,105,+1, ,,4,101,,8,,,
127,2020-04-06,Djibouti,90,+31, ,,9,81,,91,,,
128,2020-04-06,Madagascar,82,+10, ,,2,80,6,3,,,
129,2020-04-06,Liechtenstein,77,,1 ,,55,21,,"2,020",26,900,"23,605"
130,2020-04-06,Monaco,77,+4,1 ,,4,72,4,"1,962",25,,
131,2020-04-06,French Guiana,72,+4, ,,34,38,1,241,,,
132,2020-04-06,Aruba,71,+7, ,,2,69,,665,,910,"8,523"
133,2020-04-06,Guatemala,70,,3 ,,15,52,3,4,0.2,"1,134",63
134,2020-04-06,El Salvador,69,+7,4 ,+1,5,60,4,11,0.6,,
135,2020-04-06,Barbados,60,+4,2 ,+1,6,52,4,209,7,557,"1,938"
136,2020-04-06,Jamaica,59,+1,3 ,,8,48,,20,1,540,182
137,2020-04-06,Togo,58,+14,3 ,,23,32,,7,0.4,"1,467",177
138,2020-04-06,Uganda,52,, ,,,52,,1,,"3,160",69
139,2020-04-06,Mali,47,+2,5 ,,9,33,,2,0.2,,
140,2020-04-06,Congo,45,,5 ,,2,38,,8,0.9,,
141,2020-04-06,Ethiopia,44,+1,2 ,,4,38,1,0.4,0.02,"1,843",16
142,2020-04-06,Macao,44,, ,,10,34,1,68,,,
143,2020-04-06,French Polynesia,42,+1, ,,,42,,150,,618,"2,200"
144,2020-04-06,Bermuda,39,+2,2 ,+2,17,20,,626,32,298,"4,785"
145,2020-04-06,Cayman Islands,39,,1 ,,1,37,,593,15,365,"5,554"
146,2020-04-06,Zambia,39,,1 ,,5,33,,2,0.05,619,34
147,2020-04-06,Sint Maarten,37,+12,6 ,+2,1,30,,863,140,105,"2,449"
148,2020-04-06,Bahamas,33,+4,5 ,,5,23,1,84,13,,
149,2020-04-06,Saint Martin,32,,2 ,,7,23,6,828,52,,
150,2020-04-06,Guyana,31,+7,4 ,,8,19,8,39,5,115,146
151,2020-04-06,Eritrea,31,+2, ,,,31,,9,,,
152,2020-04-06,Benin,26,+4,1 ,+1,5,20,,2,0.08,,
153,2020-04-06,Gabon,24,+3,1 ,,1,22,,11,0.4,,
154,2020-04-06,Haiti,24,+3,1 ,,,23,,2,0.09,247,22
155,2020-04-06,Tanzania,24,+2,1 ,,3,20,,0.4,0.02,,
156,2020-04-06,Myanmar,22,+1,1 ,,,21,,0.4,0.02,"1,246",23
157,2020-04-06,Syria,19,,2 ,,2,15,,1,0.1,,
158,2020-04-06,Libya,19,+1,1 ,,1,17,,3,0.1,312,45
159,2020-04-06,Maldives,19,, ,,13,6,,35,,,
160,2020-04-06,Guinea-Bissau,18,, ,,,18,,9,,,
161,2020-04-06,New Caledonia,18,, ,,1,17,,63,,"2,135","7,478"
162,2020-04-06,Angola,16,+2,2 ,,2,12,,0.5,0.06,,
163,2020-04-06,Equatorial Guinea,16,, ,,3,13,,11,,854,609
164,2020-04-06,Namibia,16,, ,,3,13,,6,,362,142
165,2020-04-06,Antigua and Barbuda,15,, ,,,15,1,153,,40,408
166,2020-04-06,Dominica,15,+1, ,,1,14,,208,,293,"4,070"
167,2020-04-06,Mongolia,15,+1, ,,2,13,,5,,,
168,2020-04-06,Liberia,14,+1,3 ,,3,8,,3,0.6,,
169,2020-04-06,Fiji,14,+2, ,,,14,,16,,,
170,2020-04-06,Saint Lucia,14,, ,,1,13,,76,,,
171,2020-04-06,Curaçao,13,+2,1 ,,5,7,,79,6,,
172,2020-04-06,Sudan,12,,2 ,,2,8,,0.3,0.05,,
173,2020-04-06,Grenada,12,, ,,,12,2,107,,45,400
174,2020-04-06,Laos,12,+1, ,,,12,,2,,621,85
175,2020-04-06,Greenland,11,, ,,4,7,,194,,718,"12,648"
176,2020-04-06,Seychelles,11,+1, ,,,11,,112,,,
177,2020-04-06,Suriname,10,,1 ,,,9,,17,2,,
178,2020-04-06,Zimbabwe,10,+1,1 ,,,9,,0.7,0.07,316,21
179,2020-04-06,Mozambique,10,, ,,1,9,,0.3,,363,12
180,2020-04-06,Saint Kitts and Nevis,10,, ,,,10,,188,,149,"2,801"
181,2020-04-06,Eswatini,10,+1, ,,4,6,,9,,,
182,2020-04-06,MS Zaandam,9,,2 ,,,7,,,,,
183,2020-04-06,Nepal,9,, ,,1,8,,0.3,,"1,656",57
184,2020-04-06,Chad,9,, ,,,9,,0.5,,,
185,2020-04-06,Turks and Caicos,8,+3,1 ,,,7,,207,26,61,"1,576"
186,2020-04-06,CAR,8,, ,,,8,,2,,,
187,2020-04-06,Belize,7,+2,1 ,+1,,6,1,18,3,268,674
188,2020-04-06,Cabo Verde,7,,1 ,,1,5,,13,2,,
189,2020-04-06,Vatican City,7,, ,,,7,,"8,739",,,
190,2020-04-06,St. Vincent Grenadines,7,, ,,1,6,,63,,,
191,2020-04-06,Somalia,7,, ,,1,6,,0.4,,,
192,2020-04-06,Botswana,6,,1 ,,,5,,3,0.4,966,411
193,2020-04-06,Mauritania,6,,1 ,,2,3,,1,0.2,67,14
194,2020-04-06,Nicaragua,6,,1 ,,,5,,0.9,0.2,,
195,2020-04-06,Montserrat,6,, ,,,6,,"1,202",,,
196,2020-04-06,St. Barth,6,, ,,1,5,,607,,,
197,2020-04-06,Sierra Leone,6,, ,,,6,,0.8,,,
198,2020-04-06,Bhutan,5,, ,,2,3,,6,,,
199,2020-04-06,Malawi,5,+1, ,,,5,1,0.3,,,
200,2020-04-06,Gambia,4,,1 ,,2,1,,2,0.4,,
201,2020-04-06,Sao Tome and Principe,4,+4, ,,,4,,18,,19,87
202,2020-04-06,Western Sahara,4,, ,,,4,,7,,,
203,2020-04-06,Anguilla,3,, ,,,3,,200,,,
204,2020-04-06,British Virgin Islands,3,, ,,,3,,99,,,
205,2020-04-06,Burundi,3,, ,,,3,,0.3,,,
206,2020-04-06,Caribbean Netherlands,2,, ,,,2,,76,,10,381
207,2020-04-06,Falkland Islands,2,, ,,,2,,575,,,
208,2020-04-06,Papua New Guinea,2,+1, ,,,2,,0.2,,72,8
209,2020-04-06,Saint Pierre Miquelon,1,, ,,,1,,173,,,
210,2020-04-06,South Sudan,1,, ,,,1,,0.09,,,
211,2020-04-06,Timor-Leste,1,, ,,,1,,0.8,,,
212,2020-04-06,Total:,"1,346,004","+73,142","74,654","+5,230","278,445","992,905","47,513",172.7,9.6,,
