,Date,Country,Total_cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Serious,Tot_cases_per_1M_population,Total_Deaths_per_1M_population,Total Test,Test test/1M Population,Continent
0,2020-04-20,"
Asia
","396,469","+13,312","15,132",+346,"186,275","195,062","6,310",,,,,Asia
1,2020-04-20,"
North America
","851,396","+31,313","45,433","+2,096","89,109","716,854","15,037",,,,,North America
2,2020-04-20,"
Europe
","1,113,096","+23,840","104,491","+2,655","321,521","687,084","26,126",,,,,Europe
3,2020-04-20,"
South America
","86,486","+4,234","4,079",+230,"37,059","45,348","9,053",,,,,South America
4,2020-04-20,"
Oceania
","8,164",+24,83,,"5,269","2,812",53,,,,,Australia/Oceania
5,2020-04-20,"
Africa
","24,171","+1,205","1,164",+39,"6,451","16,556",177,,,,,Africa
6,2020-04-20,"

",721,,15,,644,62,7,,,,,
7,2020-04-20,World,"2,480,503","+73,928","170,397","+5,366","646,328","1,663,778","56,763",318,21.9,,,All
8,2020-04-20,China,"82,747",+12,"4,632 ",,"77,084","1,031",81,57,3,,,Asia
9,2020-04-20,USA,"792,759","+28,123","42,514 ","+1,939","72,389","677,856","13,951","2,395",128,"4,026,360","12,164",North America
10,2020-04-20,Spain,"200,210","+1,536","20,852 ",+399,"80,587","98,771","7,371","4,282",446,"930,230","19,896",Europe
11,2020-04-20,Italy,"181,228","+2,256","24,114 ",+454,"48,877","108,237","2,573","2,997",399,"1,398,024","23,122",Europe
12,2020-04-20,France,"155,383","+2,489","20,265 ",+547,"37,409","97,709","5,683","2,380",310,"463,662","7,103",Europe
13,2020-04-20,Germany,"147,065","+1,323","4,862 ",+220,"91,500","50,703","2,889","1,755",58,"1,728,357","20,629",Europe
14,2020-04-20,UK,"124,743","+4,676","16,509 ",+449,N/A,"107,890","1,559","1,838",243,"501,379","7,386",Europe
15,2020-04-20,Turkey,"90,980","+4,674","2,140 ",+123,"13,430","75,410","1,909","1,079",25,"673,980","7,991",Asia
16,2020-04-20,Iran,"83,505","+1,294","5,209 ",+91,"59,273","19,023","3,389",994,62,"353,012","4,203",Asia
17,2020-04-20,Russia,"47,121","+4,268",405 ,+44,"3,446","43,270",700,323,3,"2,053,319","14,070",Europe
18,2020-04-20,Brazil,"40,743","+2,089","2,587 ",+125,"22,130","16,026","7,919",192,12,"291,922","1,373",South America
19,2020-04-20,Belgium,"39,983","+1,487","5,828 ",+145,"8,895","25,260","1,071","3,450",503,"161,896","13,969",Europe
20,2020-04-20,Canada,"36,829","+1,773","1,690 ",+103,"12,586","22,553",557,976,45,"559,578","14,826",North America
21,2020-04-20,Netherlands,"33,405",+750,"3,751 ",+67,N/A,"29,404","1,158","1,950",219,"171,415","10,004",Europe
22,2020-04-20,Switzerland,"27,944",+204,"1,429 ",+36,"18,600","7,915",386,"3,229",165,"224,442","25,933",Europe
23,2020-04-20,Portugal,"20,863",+657,735 ,+21,610,"19,518",215,"2,046",72,"235,878","23,133",Europe
24,2020-04-20,India,"18,539",+924,592 ,+33,"3,273","14,674",,13,0.4,"401,586",291,Asia
25,2020-04-20,Peru,"16,325",+697,445 ,+45,"6,968","8,912",385,495,13,"148,011","4,489",South America
26,2020-04-20,Ireland,"15,652",+401,687 ,+77,77,"14,888",294,"3,170",139,"90,646","18,358",Europe
27,2020-04-20,Austria,"14,795",+46,470 ,+18,"10,631","3,694",194,"1,643",52,"182,949","20,313",Europe
28,2020-04-20,Sweden,"14,777",+392,"1,580 ",+40,550,"12,647",521,"1,463",156,"74,600","7,387",Europe
29,2020-04-20,Israel,"13,713",+222,177 ,+5,"4,049","9,487",149,"1,584",20,"240,303","27,763",Asia
30,2020-04-20,Japan,"11,135",+338,263 ,+27,"1,239","9,633",217,88,2,"116,725",923,Asia
31,2020-04-20,S. Korea,"10,674",+13,236 ,+2,"8,114","2,324",55,208,5,"563,035","10,982",Asia
32,2020-04-20,Chile,"10,507",+419,139 ,+6,"4,676","5,692",377,550,7,"118,827","6,216",South America
33,2020-04-20,Saudi Arabia,"10,484","+1,122",103 ,+6,"1,490","8,891",88,301,3,"180,000","5,170",Asia
34,2020-04-20,Ecuador,"10,128",+660,507 ,+33,"1,150","8,471",124,574,29,"32,453","1,839",South America
35,2020-04-20,Poland,"9,593",+306,380 ,+20,"1,133","8,080",160,253,10,"214,236","5,661",Europe
36,2020-04-20,Romania,"8,936",+190,478 ,+27,"2,017","6,441",261,465,25,"98,491","5,120",Europe
37,2020-04-20,Pakistan,"8,892",+544,176 ,+8,"1,970","6,746",46,40,0.8,"104,302",472,Asia
38,2020-04-20,Mexico,"8,261",+764,686 ,+36,"2,627","4,948",207,64,5,"49,570",384,North America
39,2020-04-20,Singapore,"8,014","+1,426",11  ,,801,"7,202",23,"1,370",2,"94,796","16,203",Asia
40,2020-04-20,Denmark,"7,515",+131,364 ,+9,"4,312","2,839",84,"1,297",63,"96,244","16,616",Europe
41,2020-04-20,UAE,"7,265",+484,43 ,+2,"1,360","5,862",1,735,4,"790,000","79,875",Asia
42,2020-04-20,Norway,"7,156",+78,181 ,+16,32,"6,943",58,"1,320",33,"143,255","26,425",Europe
43,2020-04-20,Czechia,"6,900",+154,194 ,+8,"1,559","5,147",84,644,18,"172,123","16,073",Europe
44,2020-04-20,Indonesia,"6,760",+185,590 ,+8,747,"5,423",,25,2,"43,749",160,Asia
45,2020-04-20,Serbia,"6,630",+312,125 ,+3,870,"5,635",108,759,14,"41,812","4,785",Europe
46,2020-04-20,Australia,"6,625",+13,71 ,,"4,258","2,296",49,260,3,"431,734","16,931",Australia/Oceania
47,2020-04-20,Philippines,"6,459",+200,428 ,+19,613,"5,418",1,59,4,"59,928",547,Asia
48,2020-04-20,Belarus,"6,264","+1,485",51 ,+4,514,"5,699",92,663,5,"102,556","10,853",Europe
49,2020-04-20,Qatar,"6,015",+567,9 ,+1,555,"5,451",37,"2,088",3,"64,620","22,429",Asia
50,2020-04-20,Ukraine,"5,710",+261,151 ,+10,359,"5,200",45,131,3,"58,093","1,328",Europe
51,2020-04-20,Malaysia,"5,425",+36,89 ,,"3,295","2,041",45,168,3,"108,216","3,344",Asia
52,2020-04-20,Dominican Republic,"4,964",+284,235 ,+9,416,"4,313",128,458,22,"57,809","5,329",North America
53,2020-04-20,Panama,"4,467",+194,126 ,+6,165,"4,176",98,"1,035",29,"19,091","4,425",North America
54,2020-04-20,Colombia,"3,977",+185,189 ,+10,804,"2,984",98,78,4,"62,746","1,233",South America
55,2020-04-20,Finland,"3,868",+85,98 ,+4,"2,000","1,770",67,698,18,"59,200","10,685",Europe
56,2020-04-20,Luxembourg,"3,558",+8,75 ,+2,637,"2,846",32,"5,684",120,"33,798","53,992",Europe
57,2020-04-20,Egypt,"3,333",+189,250  ,+11,821,"2,262",,33,2,"55,000",537,Africa
58,2020-04-20,South Africa,"3,300",+142,58 ,+4,"1,055","2,187",36,56,1.0,"121,510","2,049",Africa
59,2020-04-20,Morocco,"3,046",+191,143 ,+2,350,"2,553",1,83,4,"16,386",444,Africa
60,2020-04-20,Argentina,"3,031",+90,142 ,+8,737,"2,152",123,67,3,"34,568",765,South America
61,2020-04-20,Bangladesh,"2,948",+492,101 ,+10,85,"2,762",1,18,0.6,"26,604",162,Asia
62,2020-04-20,Thailand,"2,792",+27,47 ,,"1,999",746,61,40,0.7,"142,589","2,043",Asia
63,2020-04-20,Algeria,"2,718",+89,384 ,+9,"1,099","1,235",40,62,9,"6,500",148,Africa
64,2020-04-20,Moldova,"2,548",+76,70 ,+3,457,"2,021",212,632,17,"11,763","2,916",Europe
65,2020-04-20,Greece,"2,245",+10,116 ,+3,269,"1,860",61,215,11,"54,344","5,214",Europe
66,2020-04-20,Kuwait,"1,995",+80,9 ,+2,367,"1,619",39,467,2,,,Asia
67,2020-04-20,Hungary,"1,984",+68,199 ,+10,267,"1,518",60,205,21,"48,057","4,975",Europe
68,2020-04-20,Bahrain,"1,907",+26,7 ,,769,"1,131",2,"1,121",4,"89,225","52,437",Asia
69,2020-04-20,Croatia,"1,881",+10,47 ,,771,"1,063",18,458,11,"26,610","6,482",Europe
70,2020-04-20,Kazakhstan,"1,852",+176,19 ,+2,447,"1,386",22,99,1,"117,949","6,282",Asia
71,2020-04-20,Iceland,"1,773",+2,10 ,+1,"1,362",401,4,"5,196",29,"43,143","126,429",Europe
72,2020-04-20,Uzbekistan,"1,627",+62,5 ,,261,"1,361",8,49,0.1,"136,000","4,063",Asia
73,2020-04-20,Iraq,"1,574",+35,82 ,,"1,043",449,,39,2,"59,055","1,468",Asia
74,2020-04-20,Estonia,"1,535",+7,40 ,,165,"1,330",9,"1,157",30,"40,930","30,855",Europe
75,2020-04-20,New Zealand,"1,440",+9,12 ,,974,454,2,299,2,"86,305","17,897",Australia/Oceania
76,2020-04-20,Azerbaijan,"1,436",+38,19 ,,791,626,16,142,2,"95,747","9,443",Asia
77,2020-04-20,Oman,"1,410",+144,7 ,,238,"1,165",3,276,1,,,Asia
78,2020-04-20,Armenia,"1,339",+48,22 ,+2,580,737,30,452,7,"13,373","4,513",Asia
79,2020-04-20,Slovenia,"1,335",+5,77 ,+3,193,"1,065",26,642,37,"41,802","20,107",Europe
80,2020-04-20,Lithuania,"1,326",+28,37 ,+2,242,"1,047",17,487,14,"66,352","24,374",Europe
81,2020-04-20,Bosnia and Herzegovina,"1,309",+24,49 ,+1,381,879,4,399,15,"18,538","5,650",Europe
82,2020-04-20,North Macedonia,"1,225",+18,54 ,+3,200,971,9,588,26,"11,870","5,697",Europe
83,2020-04-20,Slovakia,"1,173",+12,13 ,+1,251,909,8,215,2,"46,734","8,560",Europe
84,2020-04-20,Cameroon,"1,163",+146,42 ,,305,816,33,44,2,,,Africa
85,2020-04-20,Cuba,"1,087",+52,36 ,+2,285,766,9,96,3,"28,598","2,525",North America
86,2020-04-20,Ghana,"1,042",,9 ,,99,934,4,34,0.3,"68,591","2,207",Africa
87,2020-04-20,Afghanistan,"1,026",+30,36 ,+3,135,855,7,26,0.9,"6,422",165,Asia
88,2020-04-20,Hong Kong,"1,026",,4 ,,630,392,8,137,0.5,"131,786","17,579",Asia
89,2020-04-20,Bulgaria,929,+35,43 ,+1,167,719,34,134,6,"26,417","3,802",Europe
90,2020-04-20,Tunisia,884,+5,38 ,,148,698,34,75,3,"17,287","1,463",Africa
91,2020-04-20,Ivory Coast,879,+32,10 ,+1,287,582,,33,0.4,,,Africa
92,2020-04-20,Djibouti,846,,2 ,,102,742,,856,2,"8,144","8,243",Africa
93,2020-04-20,Cyprus,772,+5,12 ,,81,679,15,639,10,"34,087","28,233",Asia
94,2020-04-20,Latvia,739,+12,5 ,,88,646,5,392,3,"36,668","19,440",Europe
95,2020-04-20,Andorra,717,+4,37 ,+1,248,432,17,"9,280",479,"1,673","21,653",Europe
96,2020-04-20,Diamond Princess,712,,13 ,,644,55,7,,,,,
97,2020-04-20,Lebanon,677,+4,21 ,,103,553,27,99,3,"20,929","3,066",Asia
98,2020-04-20,Nigeria,665,+38,22 ,+1,188,455,2,3,0.1,"7,153",35,Africa
99,2020-04-20,Costa Rica,662,+2,6 ,+1,124,532,8,130,1,"10,879","2,136",North America
100,2020-04-20,Niger,648,,20 ,,117,511,,27,0.8,"4,715",195,Africa
101,2020-04-20,Guinea,622,+43,5 ,,122,495,,47,0.4,,,Africa
102,2020-04-20,Albania,584,+22,26 ,,327,231,5,203,9,"5,775","2,007",Europe
103,2020-04-20,Burkina Faso,581,+5,38 ,+2,357,186,,28,2,,,Africa
104,2020-04-20,Kyrgyzstan,568,+14,7 ,+2,201,360,5,87,1,"26,147","4,008",Asia
105,2020-04-20,Bolivia,564,+44,33 ,+1,31,500,3,48,3,"3,569",306,South America
106,2020-04-20,Uruguay,535,+18,10 ,,313,212,13,154,3,"13,396","3,856",South America
107,2020-04-20,Channel Islands,488,,24 ,+3,73,391,,"2,807",138,"3,320","19,095",Europe
108,2020-04-20,Honduras,477,+5,46 ,,25,406,10,48,5,"2,535",256,North America
109,2020-04-20,San Marino,462,+1,39 ,,61,362,4,"13,616","1,149","1,726","50,868",Europe
110,2020-04-20,Palestine,449,+10,3 ,,71,375,,88,0.6,"17,329","3,397",Asia
